Instance:
n: 6
clauses:
(2)
[1, 2, 3],
[1, 2, 3, 4],
| Blocked | $x_1$ | $x_2$ | $x_3$ | $x_4$ | $x_5$ | $x_6$ |
|---|---|---|---|---|---|---|
| b: 2 | 0 | 0 | 0 | 0 | 0 | 0 |
| b: 2 | 0 | 0 | 0 | 0 | 0 | 1 |
| b: 2 | 0 | 0 | 0 | 0 | 1 | 0 |
| b: 2 | 0 | 0 | 0 | 0 | 1 | 1 |
| b: 1 | 0 | 0 | 0 | 1 | 0 | 0 |
| b: 1 | 0 | 0 | 0 | 1 | 0 | 1 |
| b: 1 | 0 | 0 | 0 | 1 | 1 | 0 |
| b: 1 | 0 | 0 | 0 | 1 | 1 | 1 |
| b: 0 | 0 | 0 | 1 | 0 | 0 | 0 |
| b: 0 | 0 | 0 | 1 | 0 | 0 | 1 |
| b: 0 | 0 | 0 | 1 | 0 | 1 | 0 |
| b: 0 | 0 | 0 | 1 | 0 | 1 | 1 |
| b: 0 | 0 | 0 | 1 | 1 | 0 | 0 |
| b: 0 | 0 | 0 | 1 | 1 | 0 | 1 |
| b: 0 | 0 | 0 | 1 | 1 | 1 | 0 |
| b: 0 | 0 | 0 | 1 | 1 | 1 | 1 |
| b: 0 | 0 | 1 | 0 | 0 | 0 | 0 |
| b: 0 | 0 | 1 | 0 | 0 | 0 | 1 |
| b: 0 | 0 | 1 | 0 | 0 | 1 | 0 |
| b: 0 | 0 | 1 | 0 | 0 | 1 | 1 |
| b: 0 | 0 | 1 | 0 | 1 | 0 | 0 |
| b: 0 | 0 | 1 | 0 | 1 | 0 | 1 |
| b: 0 | 0 | 1 | 0 | 1 | 1 | 0 |
| b: 0 | 0 | 1 | 0 | 1 | 1 | 1 |
| b: 0 | 0 | 1 | 1 | 0 | 0 | 0 |
| b: 0 | 0 | 1 | 1 | 0 | 0 | 1 |
| b: 0 | 0 | 1 | 1 | 0 | 1 | 0 |
| b: 0 | 0 | 1 | 1 | 0 | 1 | 1 |
| b: 0 | 0 | 1 | 1 | 1 | 0 | 0 |
| b: 0 | 0 | 1 | 1 | 1 | 0 | 1 |
| b: 0 | 0 | 1 | 1 | 1 | 1 | 0 |
| b: 0 | 0 | 1 | 1 | 1 | 1 | 1 |
| b: 0 | 1 | 0 | 0 | 0 | 0 | 0 |
| b: 0 | 1 | 0 | 0 | 0 | 0 | 1 |
| b: 0 | 1 | 0 | 0 | 0 | 1 | 0 |
| b: 0 | 1 | 0 | 0 | 0 | 1 | 1 |
| b: 0 | 1 | 0 | 0 | 1 | 0 | 0 |
| b: 0 | 1 | 0 | 0 | 1 | 0 | 1 |
| b: 0 | 1 | 0 | 0 | 1 | 1 | 0 |
| b: 0 | 1 | 0 | 0 | 1 | 1 | 1 |
| b: 0 | 1 | 0 | 1 | 0 | 0 | 0 |
| b: 0 | 1 | 0 | 1 | 0 | 0 | 1 |
| b: 0 | 1 | 0 | 1 | 0 | 1 | 0 |
| b: 0 | 1 | 0 | 1 | 0 | 1 | 1 |
| b: 0 | 1 | 0 | 1 | 1 | 0 | 0 |
| b: 0 | 1 | 0 | 1 | 1 | 0 | 1 |
| b: 0 | 1 | 0 | 1 | 1 | 1 | 0 |
| b: 0 | 1 | 0 | 1 | 1 | 1 | 1 |
| b: 0 | 1 | 1 | 0 | 0 | 0 | 0 |
| b: 0 | 1 | 1 | 0 | 0 | 0 | 1 |
| b: 0 | 1 | 1 | 0 | 0 | 1 | 0 |
| b: 0 | 1 | 1 | 0 | 0 | 1 | 1 |
| b: 0 | 1 | 1 | 0 | 1 | 0 | 0 |
| b: 0 | 1 | 1 | 0 | 1 | 0 | 1 |
| b: 0 | 1 | 1 | 0 | 1 | 1 | 0 |
| b: 0 | 1 | 1 | 0 | 1 | 1 | 1 |
| b: 0 | 1 | 1 | 1 | 0 | 0 | 0 |
| b: 0 | 1 | 1 | 1 | 0 | 0 | 1 |
| b: 0 | 1 | 1 | 1 | 0 | 1 | 0 |
| b: 0 | 1 | 1 | 1 | 0 | 1 | 1 |
| b: 0 | 1 | 1 | 1 | 1 | 0 | 0 |
| b: 0 | 1 | 1 | 1 | 1 | 0 | 1 |
| b: 0 | 1 | 1 | 1 | 1 | 1 | 0 |
| b: 0 | 1 | 1 | 1 | 1 | 1 | 1 |
